"Name of institution";"Type of institution - 1. Level";"Type of institution - 2. Level";"Type of institution - 3. Level";"Address main location: Street No.";"Address main location: Postal code";"Address main location: City";"Web address";"Count of employees [1]";"Foundation year";Twitter;"Profile text";"Secondary locations";"Keywords [2]"
"Nordrhein-Westfälische Akademie der Wissenschaften und der Künste";"FuE-unterstützende Organisationen und Einrichtungen";Akademien;;"Palmenstraße 16";40217;Düsseldorf;www.awk.nrw;;1950;;"Die Nordrhein-Westfälische Akademie der Wissenschaften und der Künste gliedert sich in drei wissenschaftliche Klassen und – als einzige Landesakademie in Deutschland – in eine Klasse der Künste. Als interdisziplinäre Vereinigung führender Wissenschaftlerinnen und Wissenschaftler pflegt sie den akademischen Diskurs ihrer Mitglieder, fördert und betreut geisteswissenschaftliche Langzeitprojekte und bietet in öffentlichen Veranstaltungen eine Plattform für den Wissenstransfer und den Dialog zwischen Wissenschaft, Politik und Öffentlichkeit. Seit 2006 fördert sie im Jungen Kolleg junge Wissenschaftlerinnen und Wissenschaftler und seit 2015 auch junge Künstlerinnen und Künstler.";;
"OFFIS e. V. – Institut für Informatik";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Niedersachsen;"Escherweg 2";26121;Oldenburg;www.offis.de;"ca. 300";1991;https://twitter.com/https://x.com/offis;"OFFIS ist ein 1991 gegründetes, bundesweit führendes Forschungs- und Entwicklungsinstitut für Informatik und Digitalisierung in den Anwendungsfeldern Energie, Gesundheit, Produktion und Gesellschaft. Vernetzt werden diese Felder mit besonderen informatischen und technologischen Kompetenzen in Applied Artificial Intelligence, Architecture Frameworks, Cyber-Resilient Architectures and Security, Embedded System Design, Human Machine Cooperation, Multi-Scale Multi-Rate Simulation, Safety Relevant Cyber Physical Systems und Sustainability. Hinzu kommt eine gelebte interdisziplinäre Vernetzung in die Medizin (beispielsweise Versorgungsforschung), die Rechtswissenschaften und die Wirtschaftswissenschaften.";;"Informatik und Informationswissenschaften"
"Orff-Zentrum München – Staatsinstitut für Forschung und Dokumentation";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Bayern;"Kaulbachstraße 16";80539;München;www.ozm.bayern.de;6;1990;;"Das Orff-Zentrum München ist eine Einrichtung des Freistaats Bayern und wurde im Jahr 1990 eröffnet. Als Staatsinstitut für Forschung und Dokumentation hat es den Auftrag, die Auseinandersetzung mit Leben und Schaffen des Komponisten Carl Orff zu fördern und der Erforschung seines Werkes neue Impulse zu geben. Zu den Aufgaben des Instituts gehört neben der Pflege und Erschließung des Komponistennachlasses das Bereitstellen des Archivguts für Forschung, Theater- und Musikpraxis, Musikerziehung und Medien, das Erteilen von Forschungsaufträgen, die wissenschaftliche Betreuung von Studierenden im Rahmen des Carl-Orff-Stipendiums sowie die Herausgabe von Publikationen und die Durchführung von Veranstaltungen.";;"Sprachen und Literatur, Kunst (bildende Kunst, Kunstgeschichte, darstellende Kunst, Musik)"
"Orient-Institut Beirut (OI Beirut) (Max Weber Stiftung)";"Außeruniversitäre Forschungseinrichtungen";"Max Weber Stiftung und weitere Einrichtungen";;"Rue Hussein Beyhoum 44, Zokak el-Blat";"POB 11-2988";Beirut;www.orient-institut.org;25;1961;;"Das OIB betreibt und fördert Forschung zur arabischen Welt und zum weiteren Mittleren Osten. Grundlagen der Arbeit des OI Beirut sind Vielfalt der Disziplinen, Einbeziehung des Arabischen als Wissenschafts- und Quellensprache, Kooperation mit Partnern vor Ort, Bezugnahme auf relevante Fragestellungen und Bündelung in einem Forschungsprofil. Das Institut stellt so eine internationale Forschergemeinschaft her. Es organisiert interdisziplinäre Foren für die historische und gegenwartsbezogene Forschung, definiert übergreifende Forschungsfelder, publiziert eigene Buchreihen, vergibt international Stipendien und dokumentiert seine Forschung auf der Webseite und in Jahresberichten. Das OIB verfolgt eine Open-Access-Strategie, die Mehrheit seiner Publikationen ist online verfügbar.";Kairo;"Soziologie, Politikwissenschaften, Sozial- und Wirtschaftsgeografie, Medien- und Kommunikationswissenschaften, Andere Sozialwissenschaften, Geschichte und Archäologie, Sprachen und Literatur, Philosophie, Ethik und Religion, Kunst (bildende Kunst, Kunstgeschichte, darstellende Kunst, Musik), Andere Geisteswissenschaften"
"Orient-Institut Istanbul (OI Istanbul) (Max Weber Stiftung)";"Außeruniversitäre Forschungseinrichtungen";"Max Weber Stiftung und weitere Einrichtungen";;"Galip Dede Cad. No:65 Şahkulu Mah.";34421;"Beyoğlu– Istanbul";www.oiist.org;20;2009;https://twitter.com/https://x.com/@oiistanbul;"Das OI Istanbul ist ein turkologisches und regionalwissenschaftliches Forschungsinstitut mit einer umfangreichen, öffentlich zugänglichen Bibliothek. In Kooperation mit türkischen und internationalen Wissenschaftlerinnen und Wissenschaftlern arbeitet das Institut zu historischen und gegenwartsbezogenen Themen in der Turkologie, Osmanistik, Islamkunde, Iranistik und Zentralasienwissenschaft sowie zu regionalen Verflechtungen. Es fördert den wissenschaftlichen Austausch zwischen Deutschland und der Türkei. Forschungsfelder sind u. a. die Religionsgeschichte Anatoliens, Musikgeschichte und die Geschichte Istanbuls.";;"Soziologie, Geschichte und Archäologie, Sprachen und Literatur, Philosophie, Ethik und Religion, Andere Geisteswissenschaften"
"Ostbayerische Technische Hochschule Amberg-Weiden";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Kaiser-Wilhelm-Ring 23";92224;Amberg;www.oth-aw.de;;1994;;;;
"Ostbayerische Technische Hochschule Regensburg";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Prüfeninger Straße 58";93049;Regensburg;www.oth-regensburg.de;;1971;;;;
"Otto-Friedrich-Universität Bamberg";Hochschulen;Universitäten;öffentlich-rechtlich;"Kapuzinerstr. 25";96047;Bamberg;www.uni-bamberg.de;;1647;;;;
"Otto-von-Guericke-Universität Magdeburg";Hochschulen;Universitäten;öffentlich-rechtlich;"Universitätsplatz 2";39106;Magdeburg;www.ovgu.de;;1993;;;;
"Pädagogische Hochschule Freiburg";Hochschulen;Universitäten;öffentlich-rechtlich;"Kunzenweg 21";79117;Freiburg;www.ph-freiburg.de;;1962;;;;
"Pädagogische Hochschule Heidelberg";Hochschulen;Universitäten;öffentlich-rechtlich;"Keplerstraße 87";69120;Heidelberg;www.ph-heidelberg.de;;1904;;;;
"Pädagogische Hochschule Karlsruhe";Hochschulen;Universitäten;öffentlich-rechtlich;"Bismarckstraße 10";76133;Karlsruhe;www.ph-karlsruhe.de;;1962;;;;
"Pädagogische Hochschule Ludwigsburg";Hochschulen;Universitäten;öffentlich-rechtlich;"Reuteallee 46";71634;Ludwigsburg;www.ph-ludwigsburg.de;;1962;;;;
"Pädagogische Hochschule Schwäbisch Gmünd";Hochschulen;Universitäten;öffentlich-rechtlich;"Oberbettringer Str. 200";73525;"Schwäbisch Gmünd";www.ph-gmuend.de;;1962;;;;
"Pädagogische Hochschule Weingarten";Hochschulen;Universitäten;öffentlich-rechtlich;"Kirchplatz 2";88250;Weingarten;www.ph-weingarten.de;;1949;;;;
"Palucca Hochschule für Tanz Dresden";Hochschulen;"Künstlerische Hochschulen";öffentlich-rechtlich;"Basteiplatz 4";01277;Dresden;www.palucca.eu;;1925;;;;
"Paul-Drude-Institut für Festkörperelektronik (PDI) Leibniz-Institut im Forschungsverbund Berlin e. V.";"Außeruniversitäre Forschungseinrichtungen";Leibniz-Gemeinschaft;;"Hausvogteiplatz 5/7";10117;Berlin;www.pdi-berlin.de;87;1991;;"Das PDI beschäftigt sich mit Anwendungen inspirierender Grundlagenforschung in Materialwissenschaften und Physik. Gemäß seinem Auftrag leistet das PDI Grundlagenforschung als lebendige Symbiose von Materialwissenschaften und Festkörperphysik mit dem Ziel der Demonstration neuer Funktionalitäten für zukünftige Technologien. Der Fokus liegt auf der Herstellung und Untersuchung niedrigdimensionaler Strukturen in Halbleitern. Eine Kernkompetenz des PDI ist das präzise Abscheiden atomarer Strukturen mittels Molekularstrahlepitaxie (MBE).";;"Physik, Nanotechnologie"
"Paul-Ehrlich-Institut – Bundesinstitut für Impfstoffe und biomedizinische Arzneimittel";Ressortforschungseinrichtungen;"Bundeseinrichtungen mit FuE-Aufgaben";"Geschäftsbereich des Bundesministeriums für Gesundheit (BMG)";"Paul-Ehrlich-Straße 51–59";63225;Langen;www.pei.de;"ca. 900";1896;https://twitter.com/https://x.com/PEI_Germany;"Das Paul-Ehrlich-Institut ist eine Bundesoberbehörde im Geschäftsbereich des Bundesministeriums für Gesundheit. Zu seinen Aufgaben gehören Bewertung und Zulassung biomedizinischer Arzneimittel, Genehmigung klinischer Prüfungen, Pharmakovigilanz, staatliche Chargenfreigabe und wissenschaftliche Beratung sowie Inspektionen. Unverzichtbar ist die eigene experimentelle Forschung auf dem Gebiet der Biomedizin und der Lebenswissenschaften. Diese Kombination von Prüfung und Forschung ist einzigartig in Europa. Das Paul-Ehrlich-Institut nimmt zudem Beratungsfunktionen im nationalen (Bundesregierung, Länder) und internationalen Umfeld (Weltgesundheitsorganisation, Europäische Arzneimittelbehörde, Europäische Kommission, Europarat und andere) wahr.";;"Biologie, Klinische Medizin, Gesundheitswissenschaften, Medizinische Biotechnologie, Andere medizinische Wissenschaften, Veterinärmedizin"
"PFH - Private Hochschule Göttingen";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Weender Landstr. 3-7";37073;Göttingen;www.pfh.de;;1995;;;;
"Philipps-Universität Marburg";Hochschulen;Universitäten;öffentlich-rechtlich;"Biegenstraße 10";35032;Marburg;www.uni-marburg.de;;1527;;;;
"Philosophisch-Theologische Hochschule Münster - Kirchlich und staatlich anerkannte Hochschule in Trägerschaft der PTH Philosophisch-Theologische Hochschule Münster gemeinnützige GmbH";Hochschulen;Universitäten;"kirchlich, staatlich anerkannt";"Kapuzinerstr. 27";48149;Münster;www.pth-muenster.de;;1971;;;;
"Philosophisch-Theologische Hochschule Sankt Georgen Frankfurt am Main";Hochschulen;Universitäten;"kirchlich, staatlich anerkannt";"Offenbacher Landstraße 224";60599;Frankfurt;www.sankt-georgen.de;;1926;;;;
"Physikalisch-Technische Bundesanstalt (PTB)";Ressortforschungseinrichtungen;"Bundeseinrichtungen mit FuE-Aufgaben";"Geschäftsbereich des Bundesministeriums für Wirtschaft und Klimaschutz (BMWK)";"Bundesallee 100";38116;Braunschweig;www.ptb.de;2150;1887;;"Die PTB ist eine Bundesoberbehörde im Geschäftsbereich des Bundesministeriums für Wirtschaft und Klimaschutz (BMWK) und das nationale Metrologieinstitut Deutschlands mit wissenschaftlich-technischen Dienstleistungsaufgaben. Sie ist verantwortlich für die Darstellung, Bewahrung und Weitergabe der internationalen Maßeinheiten sowie die Entwicklung und Bereitstellung der nationalen Normale. Dazu leistet die PTB international anerkannte Spitzenforschung auf dem Gebiet der Metrologie und kalibriert Normale und Messgeräte auf höchstem Niveau. Darüber hinaus engagiert sich die PTB bei der internationalen Harmonisierung des Messwesens, leistet Technologietransfer und arbeitet federführend in Normungsgremien mit.";Berlin;"Physik, Chemie, Elektrotechnik, Elektronik, Informationstechnik, Medizintechnik, Nanotechnologie"
"Polizeiakademie Niedersachsen";Hochschulen;Verwaltungshochschulen;öffentlich-rechtlich;"Bürgermeister-Stahn-Wall 9";31582;Nienburg;www.pa.polizei-nds.de;;;;;;
"Potsdam-Institut für Klimafolgenforschung e. V. (PIK)";"Außeruniversitäre Forschungseinrichtungen";Leibniz-Gemeinschaft;;"Telegrafenberg A 31";14473;Potsdam;www.pik-potsdam.de;400;1992;https://twitter.com/https://x.com/@PIK_Klima;"Die wissenschaftlichen Grenzen der Klimaforschung für globale Nachhaltigkeit fächerübergreifend zu erweitern und Lösungen für eine sichere und gerechte Klimazukunft anzubieten – das ist die doppelte Mission des Potsdam-Instituts für Klimafolgenforschung (PIK), Mitglied der Leibniz-Gemeinschaft. Als auf seinem Gebiet führende Einrichtung verbindet das Institut die neuesten Erkenntnisse zum Erdsystem mit der Abschätzung von Klimarisiken und mit der Erforschung von Politikoptionen. Den Rahmen bilden dabei die beiden Konzepte der Planetaren Grenzen und der Globalen Gemeinschaftsgüter. Dabei zeigt das Institut, dass gesellschaftliche Relevanz auf wissenschaftlicher Exzellenz beruht.";;"Mathematik, Informatik und Informationswissenschaften, Physik, Geowissenschaften und zugehörige (Umwelt-)Wissenschaften, Andere Naturwissenschaften, Gesundheitswissenschaften, Land- und Forstwirtschaft, Fischerei, Andere Agrarwissenschaften, Soziologie, Politikwissenschaften, Andere Sozialwissenschaften"
"PRIF – Leibniz-Institut für Friedens- und Konfliktforschung";"Außeruniversitäre Forschungseinrichtungen";Leibniz-Gemeinschaft;;"Baseler Straße 27/31";60329;"Frankfurt am Main";www.prif.org;85;1970;https://twitter.com/https://x.com/@PRIF_org;"PRIF ist eines der führenden Friedensforschungsinstitute in Europa. Das Institut verbindet Grundlagenforschung mit dem Transfer von Wissen in Politik, Medien und Gesellschaft. Mit diesem Auftrag wird es als Mitglied der Leibniz-Gemeinschaft vom Bund und vom Land Hessen gefördert. Kernthemen sind Rüstungskontrolle und Abrüstung, Konflikte um internationale Normen, Regime und Organisationen, militärische und nicht-militärische Interventionen, Friedenskonsolidierung, Demokratisierung sowie Radikalisierung und politische Gewalt.";Berlin;"Politikwissenschaften, Andere Sozialwissenschaften"
"Private Hochschule für Wirtschaft und Technik Vechta/Diepholz";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Rombergstraße 40";49377;Vechta;www.phwt.de;;1998;;;;
"Private Universität Witten/Herdecke gGmbH";Hochschulen;Universitäten;"privat, staatlich anerkannt";"Alfred-Herrhausen-Str. 50";58448;Witten;www.uni-wh.de;;1982;;;;
"Projektträger GRS, Gesellschaft für Anlagen- und Reaktorsicherheit (GRS) gGmbH";"FuE-unterstützende Organisationen und Einrichtungen";Projektträger;;"Schwertnergasse 1";50667;Köln;www.projekttraeger.grs.de;22;;;"Als Projektträger unterstützt die GRS Behörden bei der Gestaltung und Umsetzung von Fördermaßnahmen und im Projektmanagement – vorrangig im Zusammenhang mit Fragen der nuklearen Sicherheit, des Rückbaus kerntechnischer Anlagen sowie der Entsorgung radioaktiver Abfälle. So setzt die GRS im Auftrag des Bundesministeriums für Wirtschaft und Klimaschutz (BMWK) das Programm zur projektgeförderten Reaktorsicherheitsforschung um und gestaltet die internationale Zusammenarbeit auf diesem Gebiet aktiv mit. Als Projektträger des FORKA-Programms (Rückbauforschung) sowie als Projektbegleiter für Stilllegung, Rückbau und Entsorgung der kerntechnischen Pilot- und Versuchsanlagen in Verantwortung des Bundes unterstützt die GRS das Bundesministerium für Bildung und Forschung (BMBF).";;
"Projektträger Jülich (PtJ), Forschungszentrum Jülich GmbH";"FuE-unterstützende Organisationen und Einrichtungen";Projektträger;;Wilhelm-Johnen-Straße;52425;Jülich;www.ptj.de;1500;1974;;"Als einer der führenden Projektträger in Deutschland ist der Projektträger Jülich Partner der öffentlichen Hand in Wissenschaft, Wirtschaft und Politik. Er gibt Impulse für die Forschungs- und Innovationspolitik, setzt Förderprogramme im Rahmen der Projektförderung um und steht seinen öffentlichen Auftraggebern in allen Handlungsfeldern der Innovationsbegleitung zur Seite. In den Geschäftsfeldern Energie und Klima, Nachhaltige Entwicklung und Innovation sowie Forschung und Gesellschaft NRW führt der Projektträger Jülich nationale und europäische Förderung zusammen – für einen wettbewerbsfähigen Forschungs- und Innovationsstandort Deutschland. Der Projektträger hat 2020 rund 2,6 Mrd. Euro Fördermittel bewirtschaftet.";"Berlin, Rostock, Bonn";
"Projektträger Karlsruhe (PTKA)";"FuE-unterstützende Organisationen und Einrichtungen";Projektträger;;"Hermann-von-Helmholtz-Platz 1";76344;Eggenstein-Leopoldshafen;www.ptka.de;170;1971;;"Der Projektträger Karlsruhe (PTKA) betreut im Auftrag von Bundes- und Landesministerien sowie weiteren Fördermittelgebern öffentliche Förderprogramme. Somit ist er ein verlässlicher und unabhängiger Partner und Mitgestalter bei der Förderung von wissenschaftlicher Forschung, Entwicklung, Innovation sowie bei Investitionen. Er unterstützt Förderinteressierte, Antragssteller und Zuwendungsempfänger bei der programmgebundenen Projektförderung und der Verbreitung von Forschungsergebnissen. Die Mitarbeitenden des PTKA begleiten den gesamten Lebenszyklus neuer Fördermaßnahmen und Forschungsprojekte aus den Bereichen Produktions-, Dienstleistungs- und Arbeitsforschung, Wassertechnologie, Entsorgungsforschung sowie Umwelt- und Energieforschung.";"Dresden, Karlsruhe";
"Projektträger Luftfahrtforschung";"FuE-unterstützende Organisationen und Einrichtungen";Projektträger;;"Königswinterer Straße 522/524";53227;Bonn;www.dlr.de/pt-lf;70;;;"Als Organisationseinheit des DLR unterstützt der Projektträger Luftfahrtforschung das Bundesministerium für Wirtschaft und Klimaschutz (BMWK) bei der Umsetzung des nationalen zivilen Luftfahrtforschungsprogramms des Bundes (LuFo) sowie die Länder Bayern, Brandenburg, Bremen, Hamburg und Niedersachsen, die mit eigenen Förderprogrammen das Bundesprogramm ergänzen. Dazu übernimmt der Projektträger Luftfahrtforschung im Auftrag des BMWK auch die Funktion der nationalen Kontaktstelle für den Bereich Luftfahrt der EU-Forschungsrahmenprogramme. Als Projektträger des BMWK hat er eine zentrale Stellung als Dienstleister und Wissensträger im Bereich Luftfahrtforschung auf europäischer, nationaler und regionaler Ebene.";;
"Provadis School of International Management and Technology";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";Rudolf-Amthauer-Straße;65926;Frankfurt;www.provadis-hochschule.de;;2003;;;;
"Psychologische Hochschule Berlin (PHB)";Hochschulen;Universitäten;"privat, staatlich anerkannt";"Am Köllnischen Park 2";10179;Berlin;www.psychologische-hochschule.de;;2010;;;;
"Quadriga Hochschule Berlin";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Werderscher Markt 13";10117;Berlin;www.quadriga-hochschule.com;;;;;;
"Rheinisch-Westfälische Technische Hochschule Aachen";Hochschulen;Universitäten;öffentlich-rechtlich;"Templergraben 55";52062;Aachen;www.rwth-aachen.de;;1870;;;;
"Rheinische Fachhochschule Köln";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Schaevenstrasse 1a-b";50676;Köln;www.rfh-koeln.de;;1958;;;;
"Rheinische Friedrich-Wilhelms-Universität Bonn";Hochschulen;Universitäten;öffentlich-rechtlich;"Regina-Pacis-Weg 3";53113;Bonn;www.uni-bonn.de;;1818;;;;
"RIF Institut für Forschung und Transfer e. V.";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Nordrhein-Westfalen;"Joseph-von-Fraunhofer-Straße 20";44227;Dortmund;www.rif-ev.de;95;1990;;"RIF e. V. wurde 1990 von Hochschullehrern aus den Ingenieur- und Wirtschaftswissenschaften zur Stimulierung des Wissenstransfers gegründet. Im Bereich Robotertechnik setzt RIF neueste Forschungserkenntnisse in der Simulation und Virtual-Reality-Technologie unmittelbar in Produkte um. Erkenntnisse aus der Mikrostrukturtechnik, Materialwirtschaft, dem Qualitätsmanagement sowie automatisierungstechnische Lösungen für die Planung komplexer Anlagen oder Ausstattung von Fertigungsstraßen helfen Unternehmen, ihre Produktivität zu steigern. Der ganzheitliche Ansatz des Instituts wird durch Projekte im industriellen Marketing, durch innovative Controlling Konzepte und moderne Methoden der Personalentwicklung abgerundet.";;"Informatik und Informationswissenschaften, Elektrotechnik, Elektronik, Informationstechnik, Maschinenbau, Werkstofftechnik, Volks- und Betriebswirtschaftslehre"
"RLP AgroScience GmbH";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Rheinland-Pfalz;"Breitenweg 71";67435;"Neustadt a. d. Weinstraße";www.agroscience.de;45;2004;;"Die RLP AgroScience ist ein führendes landwirtschaftliches Forschungsinstitut in Rheinland-Pfalz. In der Abteilung Pflanzenforschung arbeiten wir u. a. an der Entwicklung von nebenwirkungsarmen und nicht-toxischen Alternativen zu chemischen Pflanzenschutzmitteln (z. B. Applikation von RNA-Molekülen) und an der Weiterentwicklung von innovativen Züchtungsverfahren, den sogenannten New Breeding Technologies (NBTs), um Pflanzeneigenschaften im Sinne einer nachhaltigen landwirtschaftlichen Produktion zu optimieren. Die Abteilung Anwendungen der Digitalisierung unterstützt die Weiterentwicklung von digitalen Anwendungen in der Landwirtschaft und Klimaanpassungsstrategien zur Erhöhung der standortspezifischen Resilienz auf Landschaftsebene.";;"Geowissenschaften und zugehörige (Umwelt-)Wissenschaften, Biologie, Agrarbiotechnologie"
"Robert Koch-Institut (RKI)";Ressortforschungseinrichtungen;"Bundeseinrichtungen mit FuE-Aufgaben";"Geschäftsbereich des Bundesministeriums für Gesundheit (BMG)";"Nordufer 20";13353;Berlin;www.rki.de;1500;1891;https://twitter.com/https://x.com/rki_de;"Das Robert Koch-Institut (RKI) ist ein Bundesinstitut im Geschäftsbereich des Bundesministeriums für Gesundheit (BMG). Es ist die zentrale Einrichtung der Bundesregierung auf dem Gebiet der Krankheitsüberwachung und -prävention. Die Kernaufgaben des RKI sind das Erkennen, Verhüten und Bekämpfen von übertragbaren und nicht-übertragbaren Krankheiten. Das RKI berät die zuständigen Bundesministerien, insbesondere das BMG. Das Institut ist darüber hinaus Anlaufstelle für den globalen Gesundheitsschutz und ein wichtiger Kooperationspartner des Europäischen Zentrums für die Prävention und Kontrolle von Krankheiten (ECDC) und der Weltgesundheitsorganisation (WHO). Es informiert und berät in erster Linie die Fachöffentlichkeit.";"Wernigerode, Berlin, Wildau";"Biologie, Gesundheitswissenschaften, Andere medizinische Wissenschaften"
"Robert-Schumann-Hochschule Düsseldorf";Hochschulen;"Künstlerische Hochschulen";öffentlich-rechtlich;"Fischerstraße 110";40476;Düsseldorf;www.rsh-duesseldorf.de;;1935;;;;
"Ruhr-Universität Bochum";Hochschulen;Universitäten;öffentlich-rechtlich;"Universitätsstraße 150";44801;Bochum;www.ruhr-uni-bochum.de;;1962;;;;
"Ruprecht-Karls-Universität Heidelberg";Hochschulen;Universitäten;öffentlich-rechtlich;"Seminarstraße 2";69117;Heidelberg;www.uni-heidelberg.de;;1386;;;;
"RWI – Leibniz-Institut für Wirtschaftsforschung e. V.";"Außeruniversitäre Forschungseinrichtungen";Leibniz-Gemeinschaft;;"Hohenzollernstraße 1/3";45128;Essen;www.rwi-essen.de;;1926;https://twitter.com/https://x.com/RWI_Leibniz;"Das RWI – Leibniz-Institut für Wirtschaftsforschung ist ein führendes Zentrum für wissenschaftliche Forschung und evidenzbasierte Politikberatung in Deutschland und Mitglied der Leibniz-Gemeinschaft. Das RWI informiert mit seinen Arbeiten über ökonomische Entwicklungen und deren Ursachen, erleichtert Politik und Unternehmen sachgerechte Entscheidungen und fördert in der Öffentlichkeit das Verständnis für wirtschaftliche Zusammenhänge. Die Forschungsarbeiten des RWI – gestützt auf neueste theoretische Konzepte und moderne empirische Methoden – reichen vom Individuum bis zur Ebene der Weltwirtschaft.";Berlin;"Volks- und Betriebswirtschaftslehre"
"Sächsische Akademie der Wissenschaften zu Leipzig";"FuE-unterstützende Organisationen und Einrichtungen";Akademien;;"Karl-Tauchnitz-Straße 1";04107;Leipzig;www.saw-leipzig.de;126;1846;https://twitter.com/https://x.com/SAW_Leipzig;"Die Sächsische Akademie der Wissenschaften zu Leipzig (gegründet 1846) ist eine traditionsreiche Gelehrtengesellschaft und zugleich außeruniversitäre Forschungseinrichtung in Sachsen, Sachsen-Anhalt und Thüringen. Ihre geisteswissenschaftlichen Langfristprojekte, zumeist im europaweit einzigartigen Akademienprogramm, erschließen kulturelles Welterbe, z. B. durch Wörterbücher wie das „Althochdeutsche Wörterbuch“, durch kommentierte Werksausgaben wie die Leipziger Mendelssohn-Gesamtausgabe, durch Briefeditionen und Nachschlagewerke wie die „Enzyklopädie Jüdischer Geschichte und Kultur“. Bei der Arbeit entstehen oft umfassende digitale Portale wie die Bibliotheca Arabica und das Forschungsportal BACH. Die Akademie ist außerdem ein Ort für Austausch und Diskussionen.";;
"Salomon Ludwig Steinheim-Institut für deutsch-jüdische Geschichte an der Universität Duisburg-Essen e.V. (STI)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Nordrhein-Westfalen;"Edmund-Körner-Platz 2";45127;Essen;www.steinheim-institut.de;14;1986;https://twitter.com/https://x.com/sti_ude;"Das Steinheim-Institut erforscht die Geschichte und Kultur der Juden im deutschen Sprachraum vom Mittelalter bis in die Gegenwart. Unter historischen und kulturwissenschaftlichen Perspektiven werden insbesondere innerjüdische Quellen und Traditionen untersucht. Das Institut ist gefragter Ansprechpartner zu Fragen jüdischer Religion und Kultur und bringt seine wissenschaftliche Expertise durch zahlreiche Vermittlungsangebote in den gesellschaftlichen und politischen Diskurs ein. Zu den Schwerpunkten gehören hebräische Epigraphik, Jewish Heritage und Digital Humanities. Das Steinheim-Institut ist Mitglied der Johannes-Rau-Forschungsgemeinschaft und der Nationalen Forschungsdateninfrastruktur (NFDI Text+).";;"Andere Geisteswissenschaften"
"Schifffahrtmedizinisches Institut der Marine (SchiffMedInstM)";Ressortforschungseinrichtungen;"Bundeseinrichtungen mit FuE-Aufgaben";"Geschäftsbereich des Bundesministeriums für Verteidigung (BMVg)";"Kopperpahler Allee 120";24119;Kronshagen;www.marine.de;"ca. 200";1962;;"Das SchiffMedInstM ist als militärische Dienststelle und Ressortforschungseinrichtung des Bundesministeriums für Verteidigung (BMVg) die Zentraleinrichtung des Marinesanitätsdienstes, die vorwiegend präventivmedizinische Aufgaben für das seefahrende und tauchende Personal der Marine wahrnimmt. Das Institut hat in seinem Verantwortungsbereich fachlich regelsetzende Aufgaben und erbringt spezialisierte Dienstleistungen auf dem Gebiet der gesundheitlichen Eignungsfeststellung, Tauchunfallbehandlung und hyperbaren Therapie. Für diese Aufgabenfelder relevante Forschungsfragestellungen werden in enger Kooperation mit der Christian-Albrechts-Universität zu Kiel bearbeitet. Darüber hinaus fungiert die Einrichtung als zentrale Fachausbildungsstätte des Marinesanitätsdienstes.";;"Biologie, Klinische Medizin, Gesundheitswissenschaften, Andere medizinische Wissenschaften"
"Schloss Dagstuhl – Leibniz-Zentrum für Informatik GmbH (LZI)";"Außeruniversitäre Forschungseinrichtungen";Leibniz-Gemeinschaft;;Oktavie-Allee;66687;Wadern;www.dagstuhl.de;54;1990;https://twitter.com/https://x.com/dagstuhl;"Schloss Dagstuhl – Leibniz-Zentrum für Informatik fördert die Informatikforschung auf internationalem Spitzenniveau durch Infrastrukturen für wissenschaftliche Kommunikation. Es betreibt eine internationale Begegnungs- und Forschungsstätte für Informatik, die Austausch von Forschungsideen, Wissenstransfer zwischen Forschung und Anwendung sowie auch Fort- und Weiterbildung fördert. Mehr als 3.500 Forschende aus aller Welt nehmen jährlich an Dagstuhls wissenschaftlichen Veranstaltungen teil. Schloss Dagstuhl unterstützt zudem die Informatikforschung durch die renommierte Bibliographiedatenbank dblp und als Open-Access-Verleger.";"Saarbrücken, Trier";"Informatik und Informationswissenschaften"
